#Zeit [s]	longitude [1e6]	Latitude [1e5]	GPSSpeed [1e2 km/h] 	Tacho [1e2 km/h] 	Temperatur [10 C] 	Druck [Pa] 	HoeheSee [10 m]
57579	9946851	0	5155941	0	199	99566	-20
57580	9946851	0	5155942	0	199	99562	-16
57581	9946853	0	5155944	0	199	99554	-10
57582	9946856	0	5155945	0	199	99552	-8
57583	9946858	0	5155946	0	199	99555	-11
57584	9946857	0	5155948	0	199	99553	-9
57585	9946857	0	5155949	0	199	99554	-10
57586	9946853	0	5155951	0	199	99550	-6
57587	9946846	0	5155952	0	199	99552	-8
57588	9946843	0	5155954	0	199	99544	-1
57589	9946839	0	5155956	0	199	99543	0
57590	9946840	0	5155958	0	199	99539	2
57591	9946846	0	5155959	0	198	99536	5
57592	9946856	0	5155960	0	198	99543	0
57593	9946873	0	5155960	0	198	99553	-9
57594	9946892	0	5155960	0	198	99557	-12
57595	9946913	0	5155959	0	198	99554	-10
57596	9946932	0	5155959	0	198	99555	-11
57597	9946952	0	5155959	0	198	99554	-10
57598	9946969	0	5155959	0	198	99544	-1
57599	9946986	0	5155959	0	198	99547	-4
57600	9947002	0	5155959	0	198	99544	-1
57601	9947020	0	5155960	0	198	99543	0
57602	9947037	0	5155960	0	198	99545	-2
57603	9947055	0	5155960	0	198	99546	-3
57604	9947075	0	5155960	0	198	99543	0
57605	9947096	0	5155961	0	198	99551	-7
57606	9947116	0	5155961	0	197	99543	0
57607	9947136	0	5155961	0	197	99545	-2
57608	9947155	0	5155961	0	197	99540	1
57609	9947174	0	5155961	0	197	99537	4
57610	9947200	0	5155961	0	197	99541	0
57611	9947227	0	5155961	0	197	99539	2
57612	9947260	0	5155961	0	197	99535	5
57613	9947293	0	5155961	0	197	99540	1
57614	9947329	0	5155961	0	197	99537	4
57615	9947365	0	5155962	0	197	99542	0
57616	9947399	0	5155962	0	197	99540	1
57617	9947432	0	5155963	0	197	99533	7
57618	9947458	0	5155963	0	197	99541	0
57619	9947481	0	5155963	0	197	99541	0
57620	9947500	0	5155963	0	196	99537	4
57621	9947520	0	5155962	0	196	99536	5
57622	9947538	0	5155962	0	196	99537	4
57623	9947558	0	5155961	0	196	99541	0
57624	9947578	0	5155961	0	196	99525	14
57625	9947597	0	5155961	0	196	99534	6
57626	9947615	0	5155961	0	196	99529	11
57627	9947630	0	5155961	0	196	99532	8
57628	9947645	0	5155962	0	196	99544	-1
57629	9947660	0	5155962	0	196	99548	-5
57630	9947676	0	5155962	0	196	99545	-2
57631	9947692	0	5155962	0	196	99542	0
57632	9947708	0	5155962	0	196	99544	-1
57633	9947726	0	5155962	0	196	99538	3
57634	9947743	0	5155962	0	195	99540	1
57635	9947762	0	5155962	0	195	99538	3
57636	9947782	0	5155962	0	195	99542	0
57637	9947802	0	5155962	0	195	99533	7
57638	9947823	0	5155962	0	195	99538	3
57639	9947844	0	5155961	0	195	99534	6
57640	9947865	0	5155961	0	195	99532	8
57641	9947886	0	5155961	0	195	99537	4
57642	9947906	0	5155961	0	195	99538	3
57643	9947927	0	5155960	0	195	99542	0
57644	9947949	0	5155960	0	195	99531	9
57645	9947971	0	5155959	0	195	99531	9
57646	9947992	0	5155959	0	195	99526	13
57647	9948013	0	5155959	0	194	99529	11
57648	9948034	0	5155958	0	194	99531	9
57649	9948054	0	5155958	0	194	99522	16
57650	9948074	0	5155958	0	194	99522	16
57651	9948095	0	5155958	0	194	99526	13
57652	9948114	0	5155958	0	194	99523	16
57653	9948133	0	5155958	0	194	99520	18
57654	9948153	0	5155958	0	194	99522	16
57655	9948171	0	5155958	0	194	99517	21
57656	9948191	0	5155958	0	194	99521	17
57657	9948212	0	5155959	0	194	99520	18
57658	9948235	0	5155958	0	194	99523	16
57659	9948257	0	5155958	0	194	99518	20
57660	9948280	0	5155958	0	194	99516	22
57661	9948302	0	5155958	0	194	99519	19
57662	9948324	0	5155958	0	193	99512	25
57663	9948347	0	5155958	0	193	99515	22
57664	9948370	0	5155959	0	193	99512	25
57665	9948393	0	5155959	0	193	99512	25
57666	9948414	0	5155959	0	193	99516	22
57667	9948436	0	5155959	0	193	99518	20
57668	9948455	0	5155959	0	193	99517	21
57669	9948476	0	5155959	0	193	99517	21
57670	9948494	0	5155959	0	193	99510	27
57671	9948512	0	5155959	0	193	99506	30
57672	9948530	0	5155959	0	193	99507	29
57673	9948547	0	5155959	0	193	99506	30
57674	9948567	0	5155959	0	193	99519	19
57675	9948587	0	5155959	0	193	99510	27
57676	9948607	0	5155959	0	192	99513	24
57677	9948627	0	5155959	0	192	99514	23
57678	9948646	0	5155958	0	192	99514	23
57679	9948664	0	5155958	0	192	99519	19
57680	9948680	0	5155958	0	192	99513	24
57681	9948696	0	5155958	0	192	99519	19
57682	9948713	0	5155958	0	192	99517	21
57683	9948730	0	5155958	0	192	99513	24
57684	9948748	0	5155958	0	192	99515	22
57685	9948765	0	5155958	0	192	99514	23
57686	9948782	0	5155958	0	192	99515	22
57687	9948800	0	5155958	0	192	99513	24
57688	9948818	0	5155957	0	192	99513	24
57689	9948839	0	5155958	0	192	99509	27
57690	9948861	0	5155957	0	192	99500	35
57691	9948883	0	5155957	0	191	99498	37
57692	9948905	0	5155957	0	192	99501	34
57693	9948926	0	5155958	0	191	99483	50
57694	9948950	0	5155957	0	191	99492	42
57695	9948977	0	5155957	0	191	99493	41
57696	9949004	0	5155957	0	191	99493	41
57697	9949032	0	5155957	0	191	99501	34
57698	9949057	0	5155957	0	191	99491	43
57699	9949079	0	5155957	0	191	99490	44
57700	9949100	0	5155957	0	191	99487	46
57701	9949125	0	5155957	0	191	99500	35
57702	9949150	0	5155957	0	191	99497	38
57703	9949174	0	5155957	0	191	99491	43
57704	9949198	0	5155957	0	191	99497	38
57705	9949223	0	5155957	0	190	99507	29
57706	9949248	0	5155957	0	191	99507	29
57707	9949275	0	5155957	0	190	99505	31
57708	9949305	0	5155957	0	190	99497	38
57709	9949338	0	5155957	0	190	99499	36
57710	9949370	0	5155957	0	190	99500	35
57711	9949400	0	5155957	0	190	99492	42
57712	9949426	0	5155957	0	190	99485	48
57713	9949449	0	5155957	0	190	99485	48
57714	9949472	0	5155957	0	190	99485	48
57715	9949499	0	5155957	0	190	99496	38
